88044 silly lifecycle escape-string-regexp@1.0.2~preinstall: no script for preinstall, continuing
89225 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/serve-static
89226 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/body-parser/node_modules/http-errors
89227 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stream-browserify/node_modules/isarray
89228 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stream-to
89229 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stream-to-buffer
89230 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/strict-uri-encode
89231 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/query-string
89232 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/normalize-url
89233 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-normalize-url
89234 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/string_decoder
89235 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stream-browserify/node_modules/readable-stream
89236 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stream-browserify
89237 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/renderkid/node_modules/readable-stream
89238 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/renderkid/node_modules/htmlparser2
89239 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/node-libs-browser/node_modules/readable-stream
89240 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/log4js/node_modules/readable-stream
89241 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/log4js
89242 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/ftp/node_modules/readable-stream
89243 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/ftp
89244 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stringmap
89245 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stringset
89246 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/stringstream
89247 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/strip-ansi
89248 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/string-width
89249 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/renderkid
89250 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/strip-bom
89251 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/load-json-file
89252 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/strip-indent
89253 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/redent
89254 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/strip-json-comments
89255 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/supports-color
89256 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/chalk
89257 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/ora
89258 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/clap
89259 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/csso
89260 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-code-frame
89261 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/table/node_modules/lodash
89262 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tapable
89263 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/enhanced-resolve
89264 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/text-table
89265 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/eslint-friendly-formatter
89266 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/throttleit
89267 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/request-progress
89268 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/through
89269 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/es6-templates
89270 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/envify
89271 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/thunkify
89272 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/timers-browserify
89273 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/to-array
89274 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/to-fast-properties
89275 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-types
89276 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-traverse
89277 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-template
89278 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helpers
89279 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-strict-mode
89280 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-shorthand-properties
89281 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-modules-commonjs
89282 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-duplicate-keys
89283 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-block-scoping
89284 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-regex
89285 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-unicode-regex
89286 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-sticky-regex
89287 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-optimise-call-expression
89288 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-replace-supers
89289 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-object-super
89290 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-hoist-variables
89291 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-get-function-arity
89292 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-function-name
89293 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-function-name
89294 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-remap-async-to-generator
89295 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-async-to-generator
89296 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-explode-assignable-expression
89297 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-define-map
89298 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-computed-properties
89299 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-classes
89300 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-call-delegate
89301 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-es2015-parameters
89302 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-helper-builder-binary-assignment-operator-visitor
89303 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-exponentiation-operator
89304 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-preset-stage-3
89305 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-preset-stage-2
89306 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/toposort
89307 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tough-cookie
89308 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/trim-newlines
89309 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/trim-right
89310 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-generator
89311 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tryit
89312 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/is-resolvable
89313 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tryor
89314 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tty-browserify
89315 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tunnel-agent
89316 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tv4
89317 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/tweetnacl
89318 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/sshpk
89319 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/type-check
89320 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/levn
89321 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/type-detect
89322 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/chai
89323 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/type-is
89324 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/typedarray
89325 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uglify-js/node_modules/async
89326 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uglify-js/node_modules/source-map
89327 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uglify-to-browserify
89328 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uid-number
89329 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/ultron
89330 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/underscore
89331 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/nomnomnomnom
89332 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uniq
89333 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-selector-parser
89334 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-minify-selectors
89335 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uniqid
89336 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-filter-plugins
89337 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/uniqs
89338 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-zindex
89339 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-unique-selectors
89340 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-minify-params
89341 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/postcss-discard-unused
89342 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/unpipe
89343 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/raw-body
89344 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/body-parser
89345 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/finalhandler
89346 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/upper-case
89347 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/title-case
89348 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/swap-case
89349 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/is-upper-case
89350 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/constant-case
89351 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/camel-case
89352 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/upper-case-first
89353 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/pascal-case
89354 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/change-case
89355 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/url-loader/node_modules/mime
89356 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/url-loader
89357 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/url/node_modules/punycode
89358 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/url
89359 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/user-home
89360 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/home-or-tmp
89361 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-register
89362 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-core
89363 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-plugin-transform-regenerator
89364 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/babel-preset-es2015
89365 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/useragent/node_modules/lru-cache
89366 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/useragent
89367 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/utf8
89368 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/engine.io-parser
89369 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/util
89370 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/sinon
89371 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/assert
89372 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/util-deprecate
89373 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/readable-stream
89374 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/readdirp
89375 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/chokidar
89376 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/memory-fs
89377 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/htmlparser2
89378 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/eslint-plugin-html
89379 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/get-uri
89380 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/extract-zip/node_modules/concat-stream
89381 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/concat-stream
89382 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/spawn-sync
89383 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/bl
89384 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/utila
89385 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/pretty-error
89386 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/utils-merge
89387 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/connect
89388 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/validate-npm-package-license
89389 silly finalize /home/yuer/文档/vuejs/task-4/my-project/node_modules/normalize-package-data
